class,filename,height,width,xmax,xmin,ymax,ymin
plastic,./river_data/river_cam_images/Grogol_Location_1_2018-05-08 15-45-00-05_cam1.jpg,1080,1920,512,476,666,627
plastic,./river_data/river_cam_images/Grogol_Location_1_2018-05-08 15-45-00-05_cam1.jpg,1080,1920,980,940,789,753
plastic,./river_data/river_cam_images/Grogol_Location_1_2018-05-08 15-45-00-05_cam1.jpg,1080,1920,494,454,808,771
plastic,./river_data/river_cam_images/Grogol_Location_1_2018-05-08 15-45-00-05_cam1.jpg,1080,1920,328,301,710,672
plastic,./river_data/river_cam_images/Grogol_Location_1_2018-05-08 16-45-00-05_cam1.jpg,1080,1920,401,352,277,221
plastic,./river_data/river_cam_images/Grogol_Location_1_2018-05-08 16-45-00-05_cam1.jpg,1080,1920,1520,1477,1051,1014
plastic,./river_data/river_cam_images/Grogol_Location_1_2018-05-08 16-45-00-05_cam1.jpg,1080,1920,206,174,456,412
plastic,./river_data/river_cam_images/Grogol_Location_1_2018-05-08 16-45-00-05_cam1.jpg,1080,1920,892,818,538,493
plastic,./river_data/river_cam_images/Grogol_Location_1_2018-05-08 16-45-00-05_cam1.jpg,1080,1920,384,344,965,914
plastic,./river_data/river_cam_images/Grogol_Location_1_2018-05-08 16-45-00-05_cam1.jpg,1080,1920,615,576,738,697
plastic,./river_data/river_cam_images/Grogol_Location_1_2018-05-08 16-45-00-05_cam1.jpg,1080,1920,231,193,557,513
plastic,./river_data/river_cam_images/Grogol_Location_1_2018-05-08 16-45-00-05_cam1.jpg,1080,1920,704,632,891,839
plastic,./river_data/river_cam_images/Grogol_Location_1_2018-05-08 16-45-00-05_cam1.jpg,1080,1920,484,434,310,254
plastic,./river_data/river_cam_images/Grogol_Location_1_2018-05-08 16-45-00-05_cam1.jpg,1080,1920,441,410,804,765
plastic,./river_data/river_cam_images/Grogol_Location_1_2018-05-08 16-45-00-05_cam1.jpg,1080,1920,388,358,653,625
plastic,./river_data/river_cam_images/Grogol_Location_1_2018-05-08 16-45-00-05_cam1.jpg,1080,1920,722,666,1053,1009
plastic,./river_data/river_cam_images/Grogol_Location_1_2018-05-08 16-45-00-05_cam1.jpg,1080,1920,161,116,1046,998
plastic,./river_data/river_cam_images/Grogol_Location_1_2018-05-08 16-45-00-05_cam1.jpg,1080,1920,535,504,649,621
plastic,./river_data/river_cam_images/Grogol_Location_1_2018-05-08 16-45-00-05_cam1.jpg,1080,1920,1409,1348,1074,1041
plastic,./river_data/river_cam_images/Grogol_Location_1_2018-05-08 16-45-00-05_cam1.jpg,1080,1920,352,319,633,586
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-04-30 15-30-00-05_cam7.jpg,1440,2560,2142,2077,425,361
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-04-30 15-30-00-05_cam7.jpg,1440,2560,421,364,942,880
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-04-30 15-30-00-05_cam7.jpg,1440,2560,1087,949,722,635
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-04-30 15-30-00-05_cam7.jpg,1440,2560,936,899,820,727
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-04-30 15-30-00-05_cam7.jpg,1440,2560,487,412,1425,1341
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-04-30 15-30-00-05_cam7.jpg,1440,2560,391,354,350,288
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-04-30 15-30-00-05_cam7.jpg,1440,2560,675,609,641,570
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-04-30 15-30-00-05_cam7.jpg,1440,2560,831,789,282,245
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-04-30 15-30-00-05_cam7.jpg,1440,2560,2076,2023,983,931
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-04-30 15-30-00-05_cam7.jpg,1440,2560,1652,1579,1440,1389
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-04-30 16-15-00-05_cam7.jpg,1440,2560,1611,1532,748,680
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-04-30 16-15-00-05_cam7.jpg,1440,2560,194,140,464,399
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-04-30 16-15-00-05_cam7.jpg,1440,2560,617,537,1081,1017
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-04-30 16-15-00-05_cam7.jpg,1440,2560,638,586,470,423
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-04-30 16-15-00-05_cam7.jpg,1440,2560,2339,2277,361,291
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-04-30 16-15-00-05_cam7.jpg,1440,2560,2393,2361,1239,1183
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-04-30 16-15-00-05_cam7.jpg,1440,2560,1049,994,387,316
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-04-30 16-15-00-05_cam7.jpg,1440,2560,739,681,966,900
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-04-30 16-15-00-05_cam7.jpg,1440,2560,119,77,706,657
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-04-30 16-15-00-05_cam7.jpg,1440,2560,1160,1074,785,728
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-04-30 16-15-00-05_cam7.jpg,1440,2560,1442,1395,1029,981
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 10-15-00-05_cam7.jpg,1080,1920,626,573,1036,995
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 10-15-00-05_cam7.jpg,1080,1920,459,422,532,482
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 10-15-00-05_cam7.jpg,1080,1920,1206,1153,934,886
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 10-15-00-05_cam7.jpg,1080,1920,1612,1568,337,287
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 10-15-00-05_cam7.jpg,1080,1920,1456,1420,1033,989
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 10-30-00-05_cam7.jpg,1080,1920,531,445,569,499
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 10-30-00-05_cam7.jpg,1080,1920,1441,1377,960,889
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 10-30-00-05_cam7.jpg,1080,1920,1451,1415,212,171
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 10-30-00-05_cam7.jpg,1080,1920,682,647,491,445
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 10-30-00-05_cam7.jpg,1080,1920,1132,1093,997,962
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 10-30-00-05_cam7.jpg,1080,1920,1173,1139,191,159
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 10-30-00-05_cam7.jpg,1080,1920,1174,1102,356,290
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 10-30-00-05_cam7.jpg,1080,1920,1844,1812,212,171
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 10-30-00-05_cam7.jpg,1080,1920,56,27,1027,993
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 10-30-00-05_cam7.jpg,1080,1920,1753,1731,598,567
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 10-30-00-05_cam7.jpg,1080,1920,1333,1299,1020,984
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 10-30-00-05_cam7.jpg,1080,1920,190,151,821,760
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 13-30-00-05_cam7.jpg,1080,1920,1518,1455,552,464
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 13-30-00-05_cam7.jpg,1080,1920,1453,1379,723,668
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 13-30-00-05_cam7.jpg,1080,1920,546,495,491,414
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 13-30-00-05_cam7.jpg,1080,1920,1563,1494,928,855
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 13-30-00-05_cam7.jpg,1080,1920,1051,1016,569,515
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 13-30-00-05_cam7.jpg,1080,1920,300,265,921,878
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 13-30-00-05_cam7.jpg,1080,1920,375,332,210,158
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 13-30-00-05_cam7.jpg,1080,1920,588,551,936,889
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 13-30-00-05_cam7.jpg,1080,1920,391,338,571,515
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 13-30-00-05_cam7.jpg,1080,1920,130,95,937,886
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 13-30-00-05_cam7.jpg,1080,1920,651,617,442,406
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 13-30-00-05_cam7.jpg,1080,1920,687,625,784,731
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 13-30-00-05_cam7.jpg,1080,1920,1130,1104,567,540
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 13-30-00-05_cam7.jpg,1080,1920,1331,1290,165,122
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 13-30-00-05_cam7.jpg,1080,1920,807,781,716,679
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 13-30-00-05_cam7.jpg,1080,1920,658,614,984,927
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 13-30-00-05_cam7.jpg,1080,1920,790,758,624,595
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 13-30-00-05_cam7.jpg,1080,1920,536,512,93,63
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 13-30-00-05_cam7.jpg,1080,1920,211,190,609,580
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 13-30-00-05_cam7.jpg,1080,1920,291,257,429,392
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 14-30-00-05_cam7.jpg,1080,1920,883,820,928,864
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 14-30-00-05_cam7.jpg,1080,1920,1038,965,1008,972
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 14-30-00-05_cam7.jpg,1080,1920,979,934,210,163
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 14-30-00-05_cam7.jpg,1080,1920,1793,1717,475,396
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 14-30-00-05_cam7.jpg,1080,1920,463,380,907,873
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 14-30-00-05_cam7.jpg,1080,1920,756,691,941,876
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 14-30-00-05_cam7.jpg,1080,1920,661,627,692,661
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 14-30-00-05_cam7.jpg,1080,1920,1167,1122,577,526
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 14-30-00-05_cam7.jpg,1080,1920,452,428,993,964
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 14-30-00-05_cam7.jpg,1080,1920,336,299,1009,984
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 14-30-00-05_cam7.jpg,1080,1920,404,364,243,199
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 14-30-00-05_cam7.jpg,1080,1920,753,713,691,652
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 14-30-00-05_cam7.jpg,1080,1920,1167,1124,654,610
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 14-30-00-05_cam7.jpg,1080,1920,741,712,751,718
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 14-30-00-05_cam7.jpg,1080,1920,1351,1315,877,844
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 14-30-00-05_cam7.jpg,1080,1920,55,33,496,444
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 14-45-00-05_cam7.jpg,1080,1920,1086,1053,186,143
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 14-45-00-05_cam7.jpg,1080,1920,857,809,942,883
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 14-45-00-05_cam7.jpg,1080,1920,465,406,912,872
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 14-45-00-05_cam7.jpg,1080,1920,155,117,341,298
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 14-45-00-05_cam7.jpg,1080,1920,1443,1406,902,832
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 14-45-00-05_cam7.jpg,1080,1920,358,317,236,191
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 14-45-00-05_cam7.jpg,1080,1920,1333,1280,1015,976
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 14-45-00-05_cam7.jpg,1080,1920,440,387,421,341
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 14-45-00-05_cam7.jpg,1080,1920,793,742,281,232
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 14-45-00-05_cam7.jpg,1080,1920,1118,1083,900,866
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 14-45-00-05_cam7.jpg,1080,1920,1356,1309,532,477
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 14-45-00-05_cam7.jpg,1080,1920,962,906,109,21
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 14-45-00-05_cam7.jpg,1080,1920,1333,1288,274,226
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 14-45-00-05_cam7.jpg,1080,1920,284,253,340,285
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-02 14-45-00-05_cam7.jpg,1080,1920,217,184,354,323
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 11-00-00-05_cam7.jpg,1080,1920,1107,1067,714,679
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 12-00-00-05_cam7.jpg,1080,1920,599,551,768,702
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 12-00-00-05_cam7.jpg,1080,1920,762,715,299,252
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 12-00-00-05_cam7.jpg,1080,1920,1778,1734,334,299
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 12-00-00-05_cam7.jpg,1080,1920,565,538,624,597
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 12-30-00-05_cam7.jpg,1080,1920,1402,1342,1023,992
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 12-30-00-05_cam7.jpg,1080,1920,637,575,810,730
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 12-30-00-05_cam7.jpg,1080,1920,1569,1524,887,857
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 12-30-00-05_cam7.jpg,1080,1920,679,597,625,541
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 12-30-00-05_cam7.jpg,1080,1920,230,183,814,740
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 12-30-00-05_cam7.jpg,1080,1920,274,233,687,626
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 12-30-00-05_cam7.jpg,1080,1920,1686,1657,470,414
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 12-30-00-05_cam7.jpg,1080,1920,1845,1808,693,633
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 12-30-00-05_cam7.jpg,1080,1920,1281,1204,747,692
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 12-30-00-05_cam7.jpg,1080,1920,1485,1389,922,835
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 12-30-00-05_cam7.jpg,1080,1920,336,305,538,503
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 12-30-00-05_cam7.jpg,1080,1920,1001,946,876,815
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 12-30-00-05_cam7.jpg,1080,1920,879,821,1077,1051
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 12-30-00-05_cam7.jpg,1080,1920,1444,1407,1058,1006
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 12-30-00-05_cam7.jpg,1080,1920,304,281,301,252
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 12-30-00-05_cam7.jpg,1080,1920,67,36,890,841
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 12-30-00-05_cam7.jpg,1080,1920,1568,1528,1075,1052
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 12-30-00-05_cam7.jpg,1080,1920,264,233,500,442
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 12-30-00-05_cam7.jpg,1080,1920,1129,1097,850,817
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 12-45-00-05_cam7.jpg,1080,1920,893,844,969,916
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 12-45-00-05_cam7.jpg,1080,1920,1120,1079,663,629
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 12-45-00-05_cam7.jpg,1080,1920,1741,1708,467,427
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 12-45-00-05_cam7.jpg,1080,1920,1227,1141,764,700
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 12-45-00-05_cam7.jpg,1080,1920,1825,1801,683,646
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 12-45-00-05_cam7.jpg,1080,1920,471,446,977,949
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 12-45-00-05_cam7.jpg,1080,1920,1553,1518,882,848
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 12-45-00-05_cam7.jpg,1080,1920,986,940,552,515
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 12-45-00-05_cam7.jpg,1080,1920,1564,1505,754,702
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 12-45-00-05_cam7.jpg,1080,1920,1657,1613,811,767
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 12-45-00-05_cam7.jpg,1080,1920,386,332,1004,951
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 12-45-00-05_cam7.jpg,1080,1920,1636,1587,754,707
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 12-45-00-05_cam7.jpg,1080,1920,1551,1521,220,153
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 12-45-00-05_cam7.jpg,1080,1920,1485,1460,949,918
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 12-45-00-05_cam7.jpg,1080,1920,1805,1784,438,412
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 12-45-00-05_cam7.jpg,1080,1920,124,100,941,912
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 13-00-00-05_cam7.jpg,1080,1920,1306,1267,616,557
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 13-00-00-05_cam7.jpg,1080,1920,432,361,1069,977
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 13-00-00-05_cam7.jpg,1080,1920,1714,1660,1051,1003
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 13-00-00-05_cam7.jpg,1080,1920,1552,1519,362,323
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 13-00-00-05_cam7.jpg,1080,1920,488,446,620,551
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 13-00-00-05_cam7.jpg,1080,1920,1450,1388,311,233
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 13-00-00-05_cam7.jpg,1080,1920,376,331,375,318
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 13-00-00-05_cam7.jpg,1080,1920,517,434,410,302
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 13-00-00-05_cam7.jpg,1080,1920,841,798,1020,996
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 13-00-00-05_cam7.jpg,1080,1920,189,164,537,497
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 13-00-00-05_cam7.jpg,1080,1920,545,504,1074,1048
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 13-00-00-05_cam7.jpg,1080,1920,183,159,402,360
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 13-00-00-05_cam7.jpg,1080,1920,558,488,334,268
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 13-00-00-05_cam7.jpg,1080,1920,740,701,985,960
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 13-00-00-05_cam7.jpg,1080,1920,863,825,806,738
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 13-00-00-05_cam7.jpg,1080,1920,267,217,942,894
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 13-45-00-05_cam7.jpg,1080,1920,1025,971,1025,981
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 13-45-00-05_cam7.jpg,1080,1920,1039,990,243,187
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 13-45-00-05_cam7.jpg,1080,1920,1023,993,431,385
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 13-45-00-05_cam7.jpg,1080,1920,1796,1762,329,287
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 13-45-00-05_cam7.jpg,1080,1920,1394,1342,757,708
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 13-45-00-05_cam7.jpg,1080,1920,1580,1530,205,146
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 13-45-00-05_cam7.jpg,1080,1920,1816,1787,761,696
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 13-45-00-05_cam7.jpg,1080,1920,1787,1756,211,171
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 13-45-00-05_cam7.jpg,1080,1920,1174,1145,567,502
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 14-00-00-05_cam7.jpg,1080,1920,1587,1544,488,409
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 14-00-00-05_cam7.jpg,1080,1920,1232,1113,382,288
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 14-00-00-05_cam7.jpg,1080,1920,1393,1347,543,479
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 14-00-00-05_cam7.jpg,1080,1920,680,648,222,161
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 14-00-00-05_cam7.jpg,1080,1920,1251,1197,1076,1034
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 14-00-00-05_cam7.jpg,1080,1920,449,422,692,662
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 14-00-00-05_cam7.jpg,1080,1920,989,956,165,130
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 14-00-00-05_cam7.jpg,1080,1920,1232,1170,449,387
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 14-00-00-05_cam7.jpg,1080,1920,1463,1420,586,547
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 14-00-00-05_cam7.jpg,1080,1920,184,155,526,496
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 14-00-00-05_cam7.jpg,1080,1920,844,817,878,843
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 14-00-00-05_cam7.jpg,1080,1920,220,200,727,698
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 14-45-00-05_cam7.jpg,1080,1920,1376,1303,810,735
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 14-45-00-05_cam7.jpg,1080,1920,361,316,699,643
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 14-45-00-05_cam7.jpg,1080,1920,1629,1592,570,529
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 14-45-00-05_cam7.jpg,1080,1920,483,438,710,672
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 14-45-00-05_cam7.jpg,1080,1920,1484,1453,605,573
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 14-45-00-05_cam7.jpg,1080,1920,152,129,640,608
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 14-45-00-05_cam7.jpg,1080,1920,1744,1714,539,486
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 14-45-00-05_cam7.jpg,1080,1920,1402,1366,262,223
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 14-45-00-05_cam7.jpg,1080,1920,432,396,798,767
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 14-45-00-05_cam7.jpg,1080,1920,344,318,971,939
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 15-00-00-05_cam7.jpg,1080,1920,542,507,1019,972
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 15-00-00-05_cam7.jpg,1080,1920,1613,1577,1016,985
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 15-00-00-05_cam7.jpg,1080,1920,783,747,1071,1025
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 15-00-00-05_cam7.jpg,1080,1920,622,550,973,912
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 15-00-00-05_cam7.jpg,1080,1920,837,780,514,442
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 15-00-00-05_cam7.jpg,1080,1920,803,761,614,569
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 15-00-00-05_cam7.jpg,1080,1920,852,790,670,615
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 15-00-00-05_cam7.jpg,1080,1920,1014,960,858,797
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 15-00-00-05_cam7.jpg,1080,1920,951,876,563,517
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-03 15-00-00-05_cam7.jpg,1080,1920,1166,1131,857,827
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-05 11-30-00-05_cam2.jpg,1080,1920,480,424,703,621
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-05 11-30-00-05_cam2.jpg,1080,1920,372,317,853,774
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-05 11-30-00-05_cam2.jpg,1080,1920,746,708,1072,1031
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-05 11-30-00-05_cam2.jpg,1080,1920,1694,1627,563,497
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-05 11-30-00-05_cam2.jpg,1080,1920,1433,1385,361,323
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-05 11-30-00-05_cam2.jpg,1080,1920,782,733,343,278
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-05 11-30-00-05_cam2.jpg,1080,1920,1665,1638,799,768
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-05 11-30-00-05_cam2.jpg,1080,1920,285,256,604,569
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-05 11-30-00-05_cam2.jpg,1080,1920,1204,1124,1008,928
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-05 11-30-00-05_cam2.jpg,1080,1920,690,640,1014,974
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-05 11-30-00-05_cam2.jpg,1080,1920,1815,1774,406,350
plastic,./river_data/river_cam_images/Grogol_Location_2_2018-05-05 11-30-00-05_cam2.jpg,1080,1920,1918,1898,411,380
